transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,transaction_amount,payment_method,card_number,ingestion_timestamp,run_id
T0000023,C04437,P0363,2024-11-14,3,4552.66,13657.98,Credit Card,501813556245,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000024,C09958,P0006,2025-02-14,3,1034.25,3102.75,UPI,180030616822226,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000025,C05053,P0913,2026-04-13,5,1593.86,7969.3,Credit Card,36853676869175,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000026,C06169,P0582,2026-02-14,2,4901.14,9802.28,UPI,580349451055,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000027,C04318,P0769,2025-04-24,3,1070.1,3210.3,UPI,30203553533120,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000028,C00039,P0896,2025-10-25,4,1300.77,5203.08,Cash,30167983627366,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000029,C01772,P0011,2025-01-26,3,509.09,1527.27,Debit Card,2491077360524029,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000030,C07443,P0227,2026-05-24,3,1328.84,3986.52,Debit Card,4142437812569,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000031,C03932,P0978,2025-06-16,4,2602.29,10409.16,Cash,2464728374439264,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000032,C02038,P0638,2024-08-19,3,697.29,2091.87,Credit Card,4675633336689140992,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000033,C02911,P0079,2025-01-21,5,1925.92,9629.6,Debit Card,180080450353473,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000034,C05177,P0847,2024-10-18,2,1531.42,3062.84,Cash,2712592095312055,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000035,C00663,P0177,2025-03-08,3,2356.33,7068.99,Credit Card,639034592761,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000036,C08086,P0885,2026-07-02,5,1605.21,8026.05,Credit Card,502046399239,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000037,C03545,P0437,2024-10-26,3,585.68,1757.04,Debit Card,4583268932879,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000038,C00317,P0367,2025-07-06,3,864.49,2593.47,Cash,3516632026361874,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000039,C04590,P0564,2024-09-05,1,1037.38,1037.38,Credit Card,180058337421218,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000040,C00009,P0351,2025-08-24,1,4996.9,4996.9,UPI,3561751266723728,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000041,C05770,P0608,2025-12-14,5,4028.13,20140.65,Credit Card,3575775587036811,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000042,C00346,P0610,2026-06-13,5,2020.89,10104.45,Cash,4020903650950754,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000043,C07302,P0980,2025-06-29,3,4753.76,14261.28,UPI,5500917037228433,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000044,C01867,P0542,2025-04-17,3,4704.12,14112.36,UPI,3506688582995762,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000045,C05042,P0317,2026-02-24,2,1232.09,2464.18,UPI,4139985726001,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000046,C02608,P0227,2024-11-06,4,1328.84,5315.36,Cash,3539769519942191,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000047,C07623,P0484,2026-06-01,1,2226.83,2226.83,UPI,36971365728542,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000048,C06543,P0554,2024-12-30,3,1965.06,5895.18,UPI,346652372708983,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000049,C07799,P0715,2026-04-11,4,4262.75,17051.0,UPI,4566526719925201945,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000050,C00011,P0046,2025-04-29,1,4769.82,4769.82,Credit Card,30040838533321,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000051,C06348,P0112,2024-12-02,1,2237.09,2237.09,UPI,3517150713818683,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000052,C04069,P0090,2025-03-13,4,2992.87,11971.48,UPI,4169429406507046,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000053,C06992,P0469,2025-04-08,1,3463.57,3463.57,Debit Card,180074053824675,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000054,C05325,P0400,2026-06-19,5,3883.12,19415.6,UPI,4695312353751903,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000055,C06045,P0361,2026-02-23,5,3953.62,19768.1,Credit Card,6558226386617447,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000056,C05973,P0099,2026-03-06,1,1879.16,1879.16,Cash,30152771243402,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000057,C08122,P0576,2024-10-03,3,1504.14,4512.42,UPI,370398651519944,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000058,C01562,P0775,2025-02-13,4,4088.14,16352.56,Credit Card,4606647408701933073,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000059,C01804,P0454,2024-12-08,3,3408.51,10225.53,Debit Card,4469278600755928,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000060,C03362,P0099,2025-03-08,3,1879.16,5637.48,Debit Card,4979709281765136,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000061,C02337,P0583,2025-11-25,3,3372.36,10117.08,Credit Card,060455397251,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000062,C05413,P0651,2025-06-02,2,1442.71,2885.42,Debit Card,2281884236444348,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000063,C04762,P0673,2024-09-27,5,1573.01,7865.05,Cash,344487825300175,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000064,C03324,P0674,2025-11-08,5,2399.22,11996.1,Cash,573013231861,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000065,C04583,P0290,2026-02-28,1,3814.47,3814.47,Cash,676191764239,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000066,C06942,P0789,2026-02-24,4,1312.23,5248.92,Credit Card,4985151217810110,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000067,C05738,P0263,2025-05-23,4,3319.12,13276.48,Credit Card,30305126969424,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000068,C04145,P0477,2025-06-12,4,558.88,2235.52,Cash,38867344956238,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000069,C04144,P0913,2025-10-25,4,1593.86,6375.44,Debit Card,4094109147153137029,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000070,C01559,P0787,2025-09-08,4,2833.81,11335.24,Cash,4640383076724630,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000071,C01534,P0293,2024-08-11,5,2597.25,12986.25,Cash,4148508895752068,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000072,C03472,P0496,2024-09-12,2,1276.33,2552.66,Cash,30518431996979,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000073,C01054,P0140,2024-08-08,5,2184.92,10924.6,UPI,3584160033043951,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000074,C08238,P0516,2024-12-02,4,4165.16,16660.64,UPI,180062344365566,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000075,C00219,P0975,2024-12-31,5,753.75,3768.75,Cash,213157857894654,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000076,C07995,P0039,2024-08-13,4,3617.57,14470.28,Debit Card,2457930301509172,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000077,C06762,P0357,2025-07-28,3,4004.36,12013.08,UPI,585507047108,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000078,C03814,P0082,2024-11-22,4,989.99,3959.96,Debit Card,180066154091626,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000079,C08791,P0136,2026-05-29,3,3050.73,9152.19,Debit Card,3526360699522329,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000080,C03506,P0015,2025-08-26,5,2782.6,13913.0,Debit Card,4340457470629,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000081,C02068,P0574,2026-01-29,2,458.93,917.86,Debit Card,4995259339152028,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000082,C00959,P0793,2025-07-10,1,410.28,410.28,Cash,30291279804024,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000083,C08956,P0811,2026-02-16,3,3828.64,11485.92,Credit Card,3516581593786395,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000084,C06644,P0930,2025-01-14,2,1348.65,2697.3,Cash,4237329466088093,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000085,C09319,P0528,2025-08-05,2,4237.17,8474.34,Debit Card,6556815258416334,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000086,C07615,P0557,2025-09-26,3,3302.67,9908.01,Cash,060455676928,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000087,C04743,P0213,2024-08-12,5,2687.09,13435.45,Cash,6011794276018274,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000088,C05158,P0002,2026-07-23,1,740.71,740.71,Debit Card,348618560088312,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000089,C04622,P0278,2026-05-10,4,3010.28,12041.12,Credit Card,3517783978965854,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000090,C01723,P0767,2025-07-12,2,4056.92,8113.84,Cash,180051868823795,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000091,C09674,P0449,2024-12-12,5,820.12,4100.6,UPI,503856381010,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000092,C02467,P0140,2025-08-03,5,2184.92,10924.6,Cash,3507825830854529,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000093,C03513,P0153,2026-06-15,3,4101.2,12303.6,UPI,3588165526927434,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000094,C05666,P0175,2025-10-20,3,806.39,2419.17,Cash,3533135431851694,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000095,C08247,P0828,2026-01-30,2,4594.34,9188.68,Cash,6505371992084014,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000096,C06335,P0769,2026-01-13,3,1070.1,3210.3,Credit Card,639037234973,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000097,C04297,P0542,2026-03-03,4,4704.12,18816.48,Debit Card,30451616823042,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000098,C02614,P0396,2024-08-11,1,3944.63,3944.63,Debit Card,4706012895940,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000099,C06861,P0965,2026-07-20,4,1074.37,4297.48,Debit Card,630436189520,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000100,C09789,P0682,2025-09-09,5,4249.47,21247.35,Credit Card,4814098220181160,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000101,C00034,P0131,2024-12-21,1,4906.69,4906.69,Credit Card,30192598527959,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000102,C05262,P0882,2025-08-15,2,3119.95,6239.9,UPI,213136541082249,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000103,C02956,P0978,2025-11-09,4,2602.29,10409.16,UPI,4771770000236372686,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000104,C03381,P0561,2026-04-01,3,2418.73,7256.19,Debit Card,3511517241476596,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000105,C07340,P0251,2025-05-02,5,2419.64,12098.2,Debit Card,6011311113340546,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000106,C01963,P0003,2025-03-28,4,3716.31,14865.24,Cash,4298909073559570861,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000107,C02131,P0965,2025-03-22,5,1074.37,5371.85,Debit Card,4711271756306494722,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000108,C01105,P0188,2026-01-31,2,4904.57,9809.14,Debit Card,3512780173204340,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000109,C07882,P0558,2026-03-18,1,2930.42,2930.42,Cash,343283506579109,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000110,C03301,P0569,2026-01-25,3,3295.87,9887.61,Cash,4242427975223608540,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000111,C07128,P0915,2025-09-07,4,2407.0,9628.0,Cash,4832902981663572354,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000112,C08091,P0591,2024-08-23,1,731.59,731.59,Debit Card,342944171490002,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000113,C06080,P0350,2026-06-11,1,1287.99,1287.99,Credit Card,503854929034,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000114,C03854,P0359,2024-10-09,1,3790.11,3790.11,UPI,3563608276244749,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000115,C05720,P0629,2026-06-27,3,1093.5,3280.5,Credit Card,36935672096117,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000116,C05968,P0830,2025-02-18,1,1804.48,1804.48,Cash,4140459426033412,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000117,C08258,P0011,2025-09-18,3,509.09,1527.27,UPI,4434004502678790,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000118,C09737,P0946,2025-07-05,4,1950.52,7802.08,Debit Card,30193805682454,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000119,C05601,P0002,2025-02-25,2,740.71,1481.42,UPI,3575051317043117,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000120,C03193,P0216,2024-10-24,3,2195.94,6587.82,Debit Card,3549325143930355,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000121,C04745,P0111,2025-09-17,2,4900.0,9800.0,Debit Card,6588491736349539,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000122,C09346,P0908,2024-12-17,1,1901.89,1901.89,Cash,6011437933253427,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000123,C07795,P0118,2025-03-12,4,1089.88,4359.52,Debit Card,580425056356,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000124,C02421,P0874,2024-08-12,4,737.26,2949.04,Cash,3588752273795013,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000125,C03970,P0248,2026-03-05,4,1496.08,5984.32,Cash,4871402342647241,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000126,C01326,P0877,2026-07-23,5,2446.95,12234.75,Debit Card,3558041621803364,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000127,C01675,P0118,2025-03-03,4,1089.88,4359.52,Credit Card,4321989183733631,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000128,C03450,P0493,2024-09-16,4,3044.78,12179.12,Cash,4401571909115928969,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000129,C05900,P0910,2025-01-06,1,4988.63,4988.63,Debit Card,4202773831688,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000130,C02570,P0267,2025-03-16,1,1195.81,1195.81,Cash,3541278974489579,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000131,C08558,P0400,2024-10-15,3,3883.12,11649.36,Debit Card,36434167645836,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000132,C01687,P0622,2026-07-20,2,4783.94,9567.88,UPI,3540139520926426,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000133,C03267,P0149,2025-06-18,3,1090.4,3271.2,Cash,3528708921486242,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000134,C02406,P0576,2026-08-07,1,1504.14,1504.14,UPI,4171667561586190,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000135,C07486,P0435,2026-06-05,5,2910.7,14553.5,Cash,4251643510450534,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000136,C06950,P0123,2025-06-03,4,4657.54,18630.16,UPI,3541133553102152,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000137,C09006,P0449,2026-04-22,2,820.12,1640.24,Debit Card,583451695980,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000138,C05061,P0870,2024-12-31,4,1956.93,7827.72,UPI,30512351632631,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000139,C09392,P0898,2025-11-09,2,2272.88,4545.76,Debit Card,4433130423606635,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000140,C01455,P0967,2025-11-06,4,2716.9,10867.6,Credit Card,213134862784121,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000141,C01786,P0917,2024-10-04,3,1536.31,4608.93,Credit Card,6577073259522735,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000142,C06882,P0265,2025-11-30,1,63.24,63.24,Cash,344000039133140,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000143,C03628,P0366,2026-08-08,4,2533.88,10135.52,Debit Card,30136416484703,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000144,C03142,P0978,2026-03-01,2,2602.29,5204.58,Cash,4331595051150598,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000145,C09055,P0940,2025-05-29,4,1949.36,7797.44,Credit Card,6011265517651645,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000146,C09489,P0291,2026-05-24,1,485.9,485.9,Cash,6011971018465381,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000147,C06115,P0904,2026-07-12,4,4918.86,19675.44,Debit Card,586091831998,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000148,C09192,P0549,2026-05-01,4,3093.31,12373.24,Credit Card,676145900442,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000149,C05403,P0933,2025-03-19,3,615.45,1846.35,Credit Card,4339825982968,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000150,C03786,P0251,2026-03-20,3,2419.64,7258.92,UPI,213144114326548,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000151,C03297,P0457,2026-03-31,5,1061.89,5309.45,Cash,38471404802653,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000152,C01526,P0464,2026-02-22,1,142.77,142.77,Debit Card,3564809592805341,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000153,C09588,P0731,2025-08-06,3,840.6,2521.8,Debit Card,4650371960059924864,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000154,C05676,P0030,2025-08-23,5,2321.32,11606.6,Debit Card,30292072586560,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000155,C00511,P0117,2025-06-16,2,4499.96,8999.92,UPI,3567159641870665,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000156,C00213,P0249,2025-07-22,3,4348.88,13046.64,Credit Card,344038066250643,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000157,C04036,P0280,2026-05-24,1,502.07,502.07,UPI,4821389103958,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000158,C09886,P0912,2025-03-25,3,4165.02,12495.06,Debit Card,3523432498091195,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000159,C08291,P0497,2025-02-21,4,2644.14,10576.56,Credit Card,586965222464,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000160,C00056,P0450,2026-06-25,5,453.83,2269.15,Credit Card,676163978460,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000161,C03073,P0270,2025-04-09,4,3966.68,15866.72,Debit Card,376535573783124,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000162,C01416,P0752,2026-03-07,2,3516.91,7033.82,Credit Card,30531606642716,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000163,C01675,P0047,2024-12-10,4,1654.57,6618.28,Debit Card,3596755567847739,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000164,C08707,P0232,2024-09-26,3,2406.66,7219.98,Debit Card,3531425386696307,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000165,C09055,P0167,2026-02-02,4,4538.93,18155.72,Debit Card,4723362598867,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000166,C07770,P0165,2025-03-30,5,2679.1,13395.5,Credit Card,4393695921200063,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000167,C07013,P0099,2025-08-28,4,1879.16,7516.64,Credit Card,2264369783216878,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000168,C07154,P0086,2025-08-12,4,4805.86,19223.44,Debit Card,342946472780577,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000169,C02978,P0134,2025-08-28,1,586.59,586.59,Cash,4748159255084611,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000170,C01110,P0256,2025-04-06,4,4969.89,19879.56,Cash,676112802332,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000171,C02656,P0822,2024-09-02,3,2464.88,7394.64,Credit Card,3508852644197472,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0000172,C05909,P0548,2026-01-21,5,760.71,3803.55,UPI,4658862889053,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
